student_id,Introduction to Computer Science,Structured Programming,Structured Programming Lab,Calculus 1,Calculus 2,Discrete Mathematics,Statistical Methods,Linear Algebra,Object Oriented Programming,Object Oriented Programming Lab,Data Structures and Introduction to Algorithms,Algorithms Design and Analysis,Database Systems,Database Systems Lab,Operating Systems,Operating Systems Lab,Distributed Systems,Computer and Society,Information Systems Security,Introduction to Data Science,Introduction to Data Science Lab,Data Engineering,Data Engineering Lab,Statistics and Probability for Data Science,Artificial Intelligence,Computer Architecture for Machine Learning,Natural Language Processing,High Performance Computing for Big Data,Data Visualization,Pattern Recognition,Data Mining,Business Intelligence
20200831,6,0,5.0,5,4,8.0,3.0,2.0,3.0,,6,0.0,2.0,0.0,4.0,,4.0,5.0,,5.0,,,,0,1.0,6.0,,,8.0,,,
20200832,0,4,6.0,7,6,4.0,7.0,4.0,3.0,8.0,7,0.0,6.0,8.0,7.0,1.0,5.0,3.0,3.0,,,,,8,7.0,3.0,8.0,,,7.0,,
20200833,1,8,1.0,4,6,2.0,,3.0,7.0,,0,,,,,,,5.0,,,,,,1,,,,,,3.0,,
20200834,5,7,8.0,0,0,7.0,2.0,2.0,7.0,,5,5.0,6.0,,0.0,4.0,,3.0,0.0,6.0,,,,3,7.0,7.0,,,5.0,,8.0,2.0
20200835,7,5,3.0,8,7,8.0,7.0,6.0,2.0,,6,,,,1.0,,,,1.0,1.0,4.0,,,3,5.0,,,,,,,
20200836,1,6,4.0,3,1,5.0,2.0,3.0,3.0,,6,4.0,2.0,,0.0,6.0,1.0,2.0,6.0,,,,,5,,8.0,,,,1.0,,
20200837,0,4,,3,2,,0.0,0.0,,,3,1.0,2.0,,,,,4.0,,4.0,6.0,,,3,6.0,0.0,,,3.0,,,
20200838,2,5,6.0,5,1,6.0,,7.0,,,6,8.0,0.0,,8.0,,,3.0,3.0,,,,,5,6.0,8.0,,,,4.0,,
20200839,2,0,5.0,2,3,6.0,8.0,8.0,5.0,7.0,2,8.0,7.0,4.0,4.0,,,6.0,,,,,,5,8.0,8.0,,,,,,
20200840,1,1,0.0,8,7,6.0,8.0,3.0,4.0,7.0,2,5.0,7.0,8.0,,,,6.0,,,,,,3,,1.0,,,,,,
20200841,0,0,3.0,8,4,7.0,,,6.0,,6,1.0,8.0,7.0,8.0,7.0,3.0,4.0,8.0,,,,,7,,,,,,,,
20200842,1,1,6.0,0,2,1.0,,5.0,,,0,1.0,7.0,,3.0,7.0,6.0,,2.0,,,,,5,0.0,5.0,3.0,,,,,
20200843,7,5,6.0,7,7,6.0,0.0,4.0,,,0,6.0,,,7.0,4.0,3.0,8.0,,8.0,,,,3,6.0,,3.0,,,5.0,,
20200844,0,6,7.0,1,5,6.0,5.0,2.0,7.0,2.0,2,2.0,0.0,8.0,1.0,3.0,0.0,3.0,,,,,,1,5.0,7.0,1.0,,,,,
20200845,3,4,4.0,1,6,1.0,3.0,8.0,8.0,3.0,8,3.0,8.0,3.0,4.0,0.0,,1.0,,5.0,7.0,,,1,8.0,5.0,3.0,,8.0,,,
20200846,8,0,6.0,8,7,,7.0,8.0,0.0,2.0,5,3.0,0.0,,0.0,,,6.0,,6.0,4.0,,,1,2.0,2.0,,,,,,
20200847,5,4,2.0,8,5,4.0,1.0,8.0,4.0,,2,3.0,3.0,,1.0,,,0.0,,6.0,2.0,,,6,2.0,6.0,,,,,,
20200848,7,2,5.0,6,4,3.0,6.0,6.0,7.0,,6,,,,6.0,,8.0,8.0,,,,,,4,,3.0,,,,8.0,,
20200849,3,8,4.0,4,8,,0.0,7.0,,,2,,3.0,,1.0,,,,,3.0,,,,8,2.0,,8.0,,,4.0,,
20200850,1,3,2.0,7,4,1.0,3.0,,3.0,,3,4.0,,,3.0,,,4.0,,,,,,2,0.0,,0.0,,,,,
20200851,8,4,,7,6,,3.0,2.0,,,7,0.0,5.0,,4.0,,,4.0,,2.0,4.0,4.0,0.0,2,6.0,5.0,,3.0,7.0,,,
20200852,3,7,8.0,7,5,8.0,4.0,6.0,,,8,,7.0,,7.0,,1.0,7.0,,,,,,0,,3.0,,,,,,
20200853,8,4,2.0,0,7,5.0,5.0,7.0,8.0,,2,0.0,2.0,5.0,6.0,6.0,7.0,3.0,5.0,3.0,3.0,,,3,8.0,1.0,,,,,,
20200854,5,0,7.0,4,0,8.0,8.0,4.0,0.0,,8,4.0,1.0,,7.0,4.0,,5.0,,,,,,8,4.0,7.0,8.0,,,,,
20200855,2,6,5.0,8,3,8.0,8.0,7.0,1.0,5.0,2,6.0,0.0,5.0,2.0,0.0,,6.0,2.0,3.0,8.0,,,4,8.0,8.0,7.0,,,2.0,,
20200856,2,4,2.0,8,3,5.0,7.0,0.0,0.0,,6,4.0,4.0,8.0,,,,0.0,,3.0,,,,8,3.0,4.0,,,5.0,8.0,,
20200857,2,4,,8,4,0.0,7.0,,5.0,,7,4.0,0.0,7.0,5.0,2.0,,,,,,,,7,5.0,0.0,,,,,,
20200858,3,8,7.0,3,0,5.0,,5.0,,,8,,6.0,,4.0,4.0,4.0,,6.0,,,,,8,2.0,8.0,,,,2.0,,
20200859,5,1,4.0,8,4,5.0,5.0,6.0,0.0,,4,,3.0,3.0,4.0,,2.0,,1.0,,,,,6,8.0,5.0,,,,,,
20200860,3,2,6.0,8,1,,7.0,1.0,,,4,8.0,2.0,1.0,5.0,7.0,3.0,,,,,,,2,4.0,1.0,7.0,,,,,
20200861,3,5,7.0,6,2,0.0,,4.0,7.0,,3,,6.0,,5.0,0.0,,0.0,2.0,,,,,2,6.0,3.0,,,,,,
20200862,4,2,,1,6,,7.0,7.0,8.0,,4,,,,8.0,,,1.0,,,,,,6,4.0,2.0,0.0,,,,,
20200863,3,0,1.0,2,2,0.0,4.0,5.0,4.0,7.0,5,6.0,0.0,4.0,8.0,3.0,4.0,7.0,6.0,,,,,1,5.0,5.0,5.0,,,4.0,,
20200864,3,5,1.0,8,3,7.0,5.0,1.0,8.0,8.0,6,6.0,2.0,5.0,2.0,5.0,5.0,1.0,,,,,,8,6.0,5.0,0.0,,,,,
20200865,2,6,7.0,4,3,0.0,5.0,7.0,8.0,6.0,0,6.0,7.0,7.0,1.0,,3.0,4.0,,,,,,1,3.0,2.0,0.0,,,,,
20200866,8,5,6.0,4,8,,7.0,8.0,0.0,0.0,1,8.0,3.0,,,,,,,,,,,4,,,,,,,,
20200867,4,2,8.0,2,6,6.0,,6.0,4.0,,5,2.0,5.0,,4.0,8.0,6.0,5.0,3.0,,,,,1,6.0,4.0,,,,8.0,,
20200868,1,8,8.0,7,5,4.0,,3.0,8.0,7.0,1,8.0,3.0,1.0,,,,3.0,,,,,,0,,0.0,,,,5.0,,
20200869,5,6,6.0,8,6,0.0,3.0,3.0,1.0,5.0,0,7.0,7.0,8.0,6.0,2.0,,8.0,,,,,,3,5.0,8.0,,,,,,
20200870,4,6,,0,8,3.0,6.0,2.0,5.0,5.0,0,3.0,8.0,,0.0,1.0,7.0,,,4.0,,,,0,2.0,0.0,,,,,,
20200871,3,3,7.0,7,1,2.0,,1.0,4.0,,3,,,,4.0,1.0,,,5.0,,,,,6,,,,,,,,
20200872,4,1,7.0,4,3,6.0,6.0,3.0,7.0,0.0,8,3.0,1.0,0.0,2.0,6.0,5.0,8.0,,,,,,3,4.0,1.0,3.0,,,,,
20200873,8,8,3.0,5,7,4.0,4.0,7.0,4.0,,0,3.0,1.0,,2.0,,3.0,0.0,3.0,,,,,0,,2.0,,,,8.0,,
20200874,4,8,8.0,1,4,4.0,4.0,2.0,5.0,,8,5.0,3.0,,1.0,,2.0,0.0,8.0,7.0,,,,1,5.0,8.0,0.0,,,,,
20200875,5,5,,6,8,,1.0,0.0,7.0,,8,7.0,,,,,,5.0,,,,,,6,4.0,,,,,,,
20200876,2,5,,2,1,0.0,0.0,5.0,,,3,1.0,1.0,,4.0,,,3.0,,8.0,,,,5,0.0,,,,3.0,,,
20200877,8,7,6.0,0,0,5.0,8.0,5.0,,,1,4.0,7.0,,,,,,,,,,,7,4.0,3.0,2.0,,,,,
20200878,8,2,4.0,1,2,8.0,3.0,2.0,2.0,3.0,3,2.0,7.0,,5.0,1.0,,6.0,7.0,1.0,,,,8,1.0,2.0,4.0,,,,,
20200879,6,5,2.0,2,5,2.0,5.0,4.0,,,4,,8.0,,,,,1.0,,8.0,,,,2,,,,,,7.0,,
20200880,4,1,7.0,3,5,4.0,2.0,5.0,,,4,5.0,2.0,3.0,6.0,,,5.0,3.0,8.0,,3.0,,4,8.0,,,,,,,
20200881,8,4,1.0,5,4,4.0,4.0,8.0,0.0,1.0,2,1.0,5.0,6.0,2.0,7.0,,7.0,,,,,,2,1.0,3.0,2.0,,,2.0,,
20200882,6,5,,7,7,7.0,8.0,6.0,4.0,,5,3.0,1.0,7.0,8.0,,,7.0,6.0,,,,,4,,,,,,,,
20200883,8,8,5.0,3,8,3.0,5.0,,0.0,6.0,5,5.0,,,5.0,0.0,,,,,,,,2,,,,,,,,
20200884,1,3,0.0,4,1,5.0,4.0,1.0,4.0,,4,0.0,8.0,2.0,8.0,0.0,,5.0,5.0,6.0,,4.0,,3,,5.0,,3.0,3.0,,,
20200885,5,6,4.0,7,5,3.0,4.0,4.0,2.0,8.0,4,6.0,7.0,8.0,5.0,5.0,,8.0,,,,,,2,8.0,6.0,,,,,,
20200886,8,8,6.0,0,1,8.0,2.0,2.0,3.0,5.0,0,0.0,4.0,,6.0,,8.0,7.0,3.0,,,,,8,3.0,7.0,8.0,,,3.0,,
20200887,8,8,8.0,3,6,0.0,0.0,3.0,3.0,,1,7.0,3.0,,4.0,6.0,5.0,3.0,6.0,0.0,,,,3,0.0,7.0,,,,,,
20200888,7,7,4.0,0,1,7.0,,8.0,0.0,,1,,3.0,5.0,2.0,,,,5.0,,,,,5,7.0,7.0,,,,,,
20200889,0,4,1.0,2,1,0.0,7.0,4.0,,,3,,3.0,,8.0,,,7.0,,2.0,,,,8,6.0,0.0,6.0,,,1.0,,
20200890,8,1,3.0,7,3,0.0,1.0,,4.0,,6,,,,,,,,,,,,,8,7.0,0.0,2.0,,,,,
20200891,1,7,,8,6,,4.0,,1.0,1.0,1,4.0,,,0.0,,,3.0,,,,,,6,2.0,,2.0,,,,,
20200892,3,5,7.0,1,7,8.0,5.0,4.0,2.0,,5,6.0,0.0,,5.0,,6.0,,,,,,,6,6.0,4.0,,,,,,
20200893,3,4,2.0,0,6,,0.0,1.0,6.0,,7,2.0,6.0,,,,,,,,,,,6,4.0,3.0,,,,,,
20200894,8,2,8.0,1,8,8.0,0.0,1.0,,,3,3.0,7.0,4.0,7.0,,,4.0,,,,,,4,6.0,4.0,7.0,,,8.0,,
20200895,3,8,,0,7,0.0,,7.0,,,7,3.0,5.0,0.0,,,,,,,,,,2,8.0,1.0,,,,,,
20200896,5,4,1.0,0,7,8.0,5.0,0.0,8.0,6.0,2,6.0,3.0,4.0,0.0,3.0,,5.0,4.0,1.0,,,,0,2.0,2.0,,,,1.0,,
20200897,6,0,5.0,3,7,4.0,5.0,2.0,3.0,,3,0.0,5.0,,3.0,3.0,,4.0,,,,,,7,6.0,6.0,,,,5.0,,
20200898,4,3,,2,5,1.0,2.0,1.0,6.0,7.0,1,0.0,5.0,,6.0,3.0,7.0,,,,,,,7,7.0,,,,,,,
20200899,4,6,4.0,1,6,8.0,1.0,5.0,4.0,6.0,6,1.0,6.0,2.0,8.0,3.0,,2.0,8.0,,,,,2,8.0,3.0,,,,,,
20200900,1,8,5.0,8,1,4.0,0.0,8.0,3.0,,5,,7.0,,8.0,,8.0,2.0,6.0,,,,,0,3.0,6.0,6.0,,,1.0,,
20200901,4,4,1.0,8,1,1.0,1.0,5.0,3.0,1.0,3,5.0,5.0,6.0,5.0,2.0,0.0,3.0,1.0,,,,,1,0.0,2.0,,,,2.0,,
20200902,3,4,7.0,8,7,,1.0,,,,4,,4.0,,,,,7.0,,7.0,,,,6,2.0,,,,,,,
20200903,5,3,7.0,0,1,7.0,7.0,8.0,4.0,,8,3.0,0.0,,1.0,,5.0,,,1.0,5.0,2.0,,6,2.0,3.0,3.0,1.0,,,7.0,
20200904,4,7,8.0,8,2,4.0,2.0,1.0,0.0,5.0,1,5.0,2.0,7.0,5.0,4.0,1.0,4.0,0.0,,,,,1,2.0,0.0,1.0,,,,,
20200905,5,0,6.0,3,1,1.0,0.0,4.0,6.0,,2,3.0,1.0,,,,,2.0,,0.0,,,,1,8.0,1.0,1.0,,,,,
20200906,5,4,0.0,6,0,,5.0,,0.0,3.0,2,0.0,8.0,6.0,8.0,2.0,0.0,6.0,5.0,3.0,4.0,0.0,,0,,4.0,,,,,,
20200907,8,1,6.0,6,1,5.0,4.0,7.0,8.0,6.0,8,0.0,4.0,0.0,5.0,1.0,,3.0,,,,,,2,1.0,2.0,,,,,,
20200908,6,8,,1,6,5.0,7.0,7.0,3.0,2.0,4,2.0,6.0,,6.0,7.0,,1.0,,,,,,1,0.0,4.0,,,,,,
20200909,1,3,0.0,2,1,5.0,4.0,3.0,7.0,,3,1.0,2.0,1.0,3.0,,,1.0,,8.0,6.0,,,0,6.0,5.0,,,,5.0,,
20200910,0,2,0.0,7,3,5.0,,5.0,,,6,7.0,8.0,,0.0,,1.0,2.0,5.0,,,,,5,,3.0,,,,2.0,,
20200911,5,6,1.0,4,4,5.0,6.0,0.0,5.0,,7,7.0,4.0,,2.0,,,1.0,4.0,8.0,,8.0,,8,,8.0,,,,,3.0,
20200912,8,7,2.0,5,0,2.0,4.0,,7.0,,1,,,,2.0,,0.0,,,,,,,3,2.0,7.0,6.0,,,,,
20200913,4,0,3.0,2,7,,5.0,,4.0,4.0,5,0.0,5.0,,1.0,6.0,0.0,6.0,2.0,0.0,,,,6,,,,,5.0,,,
20200914,2,2,0.0,1,6,8.0,4.0,,,,8,,4.0,,7.0,,,1.0,,,,,,1,,,,,,,,
20200915,3,5,,6,1,5.0,2.0,1.0,6.0,7.0,5,,0.0,4.0,0.0,4.0,,8.0,6.0,1.0,,7.0,,5,,7.0,,,0.0,3.0,,
20200916,8,8,4.0,2,5,4.0,3.0,4.0,4.0,3.0,8,7.0,3.0,2.0,2.0,4.0,7.0,8.0,0.0,2.0,1.0,,,7,7.0,7.0,,,8.0,,,
20200917,0,7,4.0,1,2,7.0,6.0,2.0,2.0,,2,0.0,0.0,5.0,,,,,,0.0,,,,3,0.0,3.0,5.0,,,2.0,,
20200918,8,4,,3,5,,6.0,4.0,,,8,,1.0,8.0,,,,8.0,,,,,,2,6.0,5.0,3.0,,,4.0,,
20200919,6,0,3.0,1,7,6.0,0.0,5.0,1.0,8.0,1,1.0,0.0,2.0,4.0,1.0,,2.0,4.0,,,,,0,6.0,8.0,,,,,,
20200920,5,6,0.0,0,1,8.0,2.0,1.0,1.0,,2,8.0,3.0,,6.0,,8.0,,4.0,,,,,6,8.0,5.0,,,,8.0,,
20200921,6,8,8.0,6,5,7.0,3.0,7.0,0.0,7.0,5,6.0,8.0,3.0,1.0,,,3.0,6.0,1.0,,,,7,2.0,8.0,8.0,,,,,
20200922,6,4,3.0,3,4,3.0,1.0,0.0,5.0,6.0,6,2.0,2.0,2.0,2.0,1.0,,6.0,,,,,,6,6.0,4.0,,,,6.0,,
20200923,4,0,6.0,1,3,7.0,5.0,1.0,3.0,1.0,2,7.0,2.0,,2.0,4.0,,,,7.0,,,,7,6.0,2.0,4.0,,,4.0,,
20200924,0,5,0.0,7,4,,1.0,2.0,6.0,,5,0.0,0.0,,,,,,,,,,,1,4.0,4.0,,,,,,
20200925,5,1,5.0,2,1,5.0,0.0,4.0,5.0,1.0,4,7.0,0.0,8.0,0.0,6.0,1.0,7.0,,,,,,0,1.0,2.0,,,,,,
20200926,4,1,4.0,5,5,0.0,3.0,1.0,,,8,6.0,8.0,5.0,3.0,,,4.0,,6.0,6.0,,,6,1.0,0.0,3.0,,,7.0,8.0,
20200927,8,4,6.0,1,7,0.0,2.0,7.0,6.0,,6,5.0,7.0,6.0,6.0,4.0,,7.0,1.0,5.0,,7.0,,5,3.0,5.0,,5.0,,0.0,,
20200928,2,6,8.0,3,3,3.0,1.0,3.0,3.0,5.0,6,2.0,0.0,7.0,1.0,4.0,,5.0,,3.0,7.0,,,8,2.0,3.0,,,,8.0,,
20200929,4,1,,6,4,1.0,1.0,,1.0,,5,5.0,1.0,,8.0,6.0,2.0,2.0,,7.0,,,,6,2.0,4.0,2.0,,,,,
20200930,6,2,,2,7,,7.0,5.0,3.0,,3,7.0,1.0,5.0,8.0,,,0.0,,8.0,,,,1,5.0,0.0,4.0,,,5.0,,
20200931,0,5,3.0,3,6,8.0,4.0,4.0,7.0,,4,4.0,8.0,,5.0,,,2.0,,,,,,0,2.0,4.0,8.0,,,,,
20200932,5,3,2.0,7,2,5.0,4.0,5.0,1.0,6.0,6,5.0,7.0,0.0,0.0,6.0,,5.0,1.0,5.0,3.0,,,0,2.0,1.0,5.0,,,,,
20200933,3,8,0.0,2,3,4.0,1.0,1.0,5.0,,7,,3.0,,1.0,,3.0,7.0,5.0,,,,,6,0.0,8.0,1.0,,,6.0,,
20200934,2,6,,1,0,0.0,8.0,1.0,1.0,,7,7.0,0.0,,,,,0.0,,8.0,,,,0,2.0,8.0,,,,,,
20200935,7,2,1.0,3,4,2.0,8.0,,,,3,3.0,,,0.0,8.0,,7.0,,7.0,,,,2,,0.0,,,,,,
20200936,7,3,2.0,6,8,,,1.0,1.0,,5,1.0,8.0,,6.0,,,,,,,,,1,7.0,,8.0,,,,,
20200937,3,6,5.0,0,4,,,8.0,7.0,,5,7.0,4.0,8.0,2.0,,,,,,,,,2,5.0,4.0,,,,,,
20200938,1,8,4.0,0,0,3.0,7.0,7.0,1.0,1.0,6,3.0,3.0,0.0,6.0,6.0,,4.0,,,,,,6,6.0,1.0,,,,1.0,,
20200939,7,0,3.0,1,0,5.0,0.0,6.0,7.0,7.0,2,6.0,3.0,1.0,3.0,0.0,,6.0,,3.0,3.0,,,0,0.0,2.0,,,,2.0,,
20200940,2,1,1.0,5,7,3.0,0.0,4.0,5.0,1.0,5,5.0,0.0,7.0,5.0,,,0.0,,,,,,0,5.0,3.0,,,,,,
20200941,5,4,5.0,7,2,,,,8.0,,0,6.0,,,0.0,,,,,,,,,5,7.0,,4.0,,,,,
20200942,5,7,0.0,6,2,,,5.0,6.0,,0,5.0,8.0,,,,,2.0,,,,,,8,0.0,0.0,,,,,,
20200943,0,6,,6,3,8.0,1.0,3.0,3.0,2.0,3,6.0,6.0,,,,,6.0,,,,,,4,,2.0,,,,7.0,,
20200944,1,6,5.0,2,8,,4.0,,4.0,,4,7.0,,,5.0,8.0,,2.0,7.0,4.0,7.0,,,8,1.0,2.0,0.0,,,,,
20200945,0,7,0.0,5,3,,2.0,8.0,4.0,,6,,2.0,,,,,7.0,,,,,,8,2.0,,4.0,,,,,
20200946,6,6,0.0,6,0,0.0,4.0,8.0,5.0,4.0,5,2.0,,,7.0,0.0,7.0,5.0,2.0,8.0,8.0,,,1,2.0,1.0,,,5.0,,3.0,0.0
20200947,3,2,8.0,5,5,3.0,,5.0,4.0,,3,,8.0,,1.0,,1.0,,,,,,,6,7.0,7.0,,,,5.0,,
20200948,2,4,5.0,6,5,3.0,5.0,3.0,2.0,,0,,,,3.0,,,6.0,,,,,,8,8.0,4.0,3.0,,,,,
20200949,1,5,5.0,8,0,2.0,3.0,7.0,1.0,1.0,7,2.0,4.0,1.0,4.0,2.0,,1.0,,,,,,6,6.0,4.0,3.0,,,5.0,,
20200950,0,6,2.0,1,5,,4.0,5.0,2.0,8.0,8,,3.0,8.0,7.0,,,3.0,4.0,,,,,5,3.0,5.0,0.0,,,7.0,,
20200951,2,6,7.0,6,1,1.0,5.0,8.0,8.0,4.0,6,1.0,4.0,1.0,4.0,1.0,0.0,8.0,,1.0,7.0,,,2,3.0,0.0,6.0,,,,,
20200952,0,1,,7,8,,,5.0,5.0,,3,2.0,,,8.0,3.0,,1.0,2.0,,,,,5,8.0,1.0,1.0,,,,,
20200953,7,5,8.0,7,7,2.0,5.0,6.0,0.0,1.0,6,7.0,8.0,7.0,3.0,2.0,,8.0,4.0,7.0,,,,1,4.0,2.0,,,,5.0,,
20200954,0,7,,3,3,2.0,5.0,,8.0,,4,,6.0,6.0,,,,8.0,,,,,,6,5.0,,2.0,,,,,
20200955,8,7,6.0,4,3,7.0,3.0,0.0,8.0,,2,0.0,0.0,,4.0,5.0,1.0,6.0,,,,,,5,6.0,1.0,3.0,,,3.0,,
20200956,2,6,,3,2,5.0,,1.0,0.0,,2,,1.0,,7.0,,,,2.0,,,,,1,8.0,,,,,,,
20200957,1,3,,1,3,8.0,1.0,7.0,1.0,0.0,7,,0.0,,,,,4.0,,,,,,2,,6.0,,,,,,
20200958,8,0,6.0,4,6,,,5.0,7.0,,1,3.0,1.0,,,,,4.0,,,,,,8,7.0,,,,,,,
20200959,6,5,5.0,2,7,,,4.0,0.0,,1,6.0,5.0,,,,,,,,,,,2,6.0,,,,,,,
20200960,5,6,7.0,8,0,2.0,,0.0,8.0,,7,,,,,,,5.0,,,,,,8,1.0,1.0,,,,4.0,,
20200961,5,5,5.0,0,0,1.0,8.0,7.0,0.0,2.0,8,7.0,7.0,3.0,6.0,6.0,3.0,6.0,7.0,,,,,2,5.0,3.0,,,,,,
20200962,3,3,,0,2,8.0,,0.0,,,8,3.0,6.0,1.0,,,,,,,,,,4,,0.0,,,,,,
20200963,6,1,1.0,5,3,8.0,1.0,,0.0,,4,4.0,5.0,,4.0,,6.0,7.0,,4.0,,,,6,3.0,8.0,,,,,,
20200964,2,5,,5,4,5.0,,1.0,5.0,,1,7.0,,,,,,0.0,,,,,,6,2.0,2.0,4.0,,,,,
20200965,1,8,5.0,0,8,,4.0,,,,6,7.0,7.0,8.0,,,,,,,,,,0,,2.0,,,,,,
20200966,5,8,2.0,7,2,0.0,0.0,6.0,0.0,,3,6.0,8.0,,8.0,,,4.0,,,,,,5,8.0,7.0,,,,1.0,,
20200967,8,7,2.0,6,0,,6.0,6.0,5.0,2.0,4,4.0,3.0,7.0,6.0,6.0,4.0,1.0,,,,,,3,4.0,7.0,,,,1.0,,
20200968,8,6,5.0,8,0,,2.0,,2.0,,3,3.0,0.0,,4.0,,5.0,8.0,3.0,5.0,,,,1,4.0,4.0,2.0,,5.0,,,
20200969,6,7,2.0,6,1,3.0,5.0,3.0,4.0,5.0,0,4.0,4.0,6.0,3.0,1.0,7.0,6.0,2.0,,,,,6,3.0,1.0,,,,7.0,,
20200970,8,4,1.0,2,3,0.0,7.0,0.0,,,5,,4.0,,,,,,,,,,,6,,,,,,8.0,,
20200971,3,0,1.0,4,2,6.0,0.0,8.0,8.0,,7,1.0,4.0,,6.0,,,,,2.0,,,,7,7.0,,,,,,,
20200972,3,0,3.0,1,1,6.0,1.0,3.0,8.0,5.0,5,2.0,4.0,2.0,4.0,0.0,5.0,1.0,0.0,7.0,3.0,,,7,6.0,0.0,,,,,,
20200973,6,5,,7,5,4.0,8.0,,8.0,,3,1.0,6.0,,0.0,,8.0,5.0,,3.0,,,,8,,,,,,,4.0,6.0
20200974,3,0,0.0,2,5,0.0,3.0,3.0,1.0,,6,6.0,8.0,,,,,7.0,,5.0,,5.0,,4,3.0,6.0,7.0,1.0,,,,
20200975,7,1,6.0,8,1,4.0,6.0,5.0,8.0,3.0,0,2.0,1.0,,8.0,,7.0,7.0,5.0,,,,,7,2.0,3.0,,,,,,
20200976,4,0,1.0,1,7,2.0,4.0,3.0,2.0,1.0,6,6.0,8.0,2.0,8.0,1.0,,6.0,,0.0,0.0,,,5,7.0,4.0,,,,0.0,,
20200977,3,0,,3,0,3.0,5.0,,0.0,6.0,6,3.0,,,2.0,,1.0,2.0,,,,,,1,3.0,8.0,,,,,,
20200978,7,6,7.0,5,5,0.0,2.0,2.0,5.0,5.0,0,,5.0,,1.0,,,3.0,,,,,,0,6.0,5.0,0.0,,,,,
20200979,3,4,,7,6,,7.0,0.0,5.0,,8,5.0,3.0,,0.0,,,1.0,,7.0,1.0,1.0,,0,7.0,,1.0,,,2.0,,
20200980,1,7,1.0,0,8,,4.0,,5.0,,8,0.0,7.0,,8.0,,,3.0,,,,,,1,,0.0,,,,,,
20200981,3,3,3.0,5,4,,3.0,,2.0,,1,4.0,,,6.0,7.0,,,,,,,,6,2.0,1.0,2.0,,,,,
20200982,8,1,1.0,7,2,4.0,4.0,5.0,4.0,,5,8.0,3.0,,7.0,,,,4.0,,,,,5,3.0,1.0,,,,0.0,,
20200983,0,3,,4,1,3.0,1.0,2.0,1.0,,8,2.0,2.0,3.0,8.0,,,,3.0,,,,,5,8.0,5.0,,,,,,
20200984,4,4,8.0,3,8,,7.0,2.0,1.0,8.0,2,7.0,0.0,,1.0,1.0,,8.0,,6.0,8.0,,,3,0.0,8.0,2.0,,3.0,,4.0,
20200985,6,3,1.0,8,5,8.0,0.0,7.0,7.0,,2,0.0,7.0,6.0,2.0,5.0,6.0,2.0,6.0,0.0,,,,1,,8.0,,,,,,
20200986,7,7,7.0,4,1,,,0.0,7.0,,0,,4.0,,2.0,,,4.0,,,,,,3,8.0,5.0,8.0,,,,,
20200987,1,7,7.0,4,7,3.0,5.0,5.0,4.0,6.0,6,1.0,7.0,1.0,3.0,7.0,,5.0,,5.0,,,,3,7.0,7.0,,,,6.0,,
20200988,4,2,2.0,7,1,3.0,,,2.0,,5,,4.0,,6.0,0.0,,5.0,4.0,,,,,3,4.0,,7.0,,,,,
20200989,4,2,8.0,2,6,7.0,6.0,7.0,0.0,7.0,5,1.0,2.0,1.0,2.0,,,,8.0,,,,,6,3.0,0.0,1.0,,,1.0,,
20200990,4,2,0.0,5,1,3.0,5.0,6.0,,,1,6.0,0.0,,5.0,1.0,2.0,7.0,,,,,,3,,6.0,,,,,,
20200991,7,0,,4,4,,0.0,,5.0,,8,4.0,,,2.0,,,,,0.0,,,,6,6.0,8.0,0.0,,,,,
20200992,7,4,2.0,7,3,4.0,2.0,3.0,0.0,5.0,6,3.0,,,4.0,,,0.0,,4.0,5.0,,,7,0.0,7.0,,,7.0,0.0,1.0,
20200993,3,4,5.0,6,0,5.0,8.0,8.0,6.0,4.0,6,6.0,5.0,6.0,0.0,8.0,,1.0,4.0,,,,,1,5.0,3.0,,,,3.0,,
20200994,3,6,6.0,7,8,7.0,1.0,6.0,4.0,2.0,2,,5.0,8.0,,,,2.0,,,,,,8,4.0,1.0,2.0,,,2.0,,
20200995,2,0,4.0,2,3,,,6.0,1.0,3.0,5,8.0,7.0,,2.0,7.0,3.0,3.0,,,,,,8,5.0,,,,,,,
20200996,5,6,1.0,7,2,5.0,1.0,0.0,6.0,5.0,8,3.0,2.0,2.0,7.0,2.0,3.0,8.0,,1.0,3.0,8.0,,4,0.0,0.0,8.0,0.0,,,,
20200997,4,1,8.0,7,0,1.0,1.0,4.0,7.0,8.0,5,,,,1.0,,3.0,,,,,,,6,2.0,1.0,2.0,,,,,
20200998,2,1,6.0,2,5,6.0,,2.0,4.0,,0,,,,,,,4.0,,,,,,5,7.0,0.0,3.0,,,,,
20200999,2,5,8.0,2,0,,0.0,4.0,7.0,,7,,2.0,5.0,2.0,3.0,6.0,6.0,7.0,0.0,,,,5,,7.0,,,,0.0,,
20201000,8,0,7.0,4,7,8.0,0.0,3.0,3.0,5.0,3,7.0,3.0,,4.0,,,8.0,,,,,,6,8.0,5.0,,,,,,
20210001,4,1,8.0,4,6,0.0,6.0,2.0,3.0,4.0,7,6.0,0.0,,1.0,,3.0,6.0,0.0,7.0,,8.0,,7,2.0,0.0,7.0,3.0,4.0,4.0,,
20210002,6,2,0.0,7,1,1.0,5.0,7.0,5.0,5.0,1,5.0,2.0,,1.0,,4.0,2.0,,6.0,,,,8,5.0,2.0,,,,0.0,,
